DD/MM/YYYY HH:MM:SS , time , count0 , count1 , count2 , count3 , count4 , count5 , adc0 , adc1 , adc2 , adc3
01/03/2024 08:54:50 , 5215 ,212 , 289 , 641 , 15268588 , 658 , 247 , 
01/03/2024 08:55:00 , 15221 ,218 , 299 , 688 , 15268668 , 704 , 257 , 
01/03/2024 08:55:10 , 25227 ,222 , 307 , 730 , 15268731 , 746 , 264 , 
01/03/2024 08:55:20 , 35233 ,232 , 319 , 773 , 15268814 , 789 , 276 , 
01/03/2024 08:55:30 , 45239 ,236 , 324 , 807 , 15268880 , 823 , 280 , 
01/03/2024 08:55:40 , 55245 ,246 , 336 , 849 , 15268961 , 865 , 292 , 
01/03/2024 08:55:50 , 65251 ,251 , 348 , 898 , 15269031 , 914 , 304 , 
01/03/2024 08:56:00 , 75257 ,260 , 359 , 940 , 15269113 , 956 , 315 , 
01/03/2024 08:56:10 , 85262 ,270 , 372 , 987 , 15269192 , 1003 , 326 , 
01/03/2024 08:56:20 , 95268 ,275 , 385 , 1030 , 15269261 , 1046 , 338 , 
01/03/2024 08:56:30 , 105274 ,279 , 392 , 1066 , 15269330 , 1082 , 345 , 
01/03/2024 08:56:40 , 115279 ,283 , 399 , 1104 , 15269396 , 1120 , 352 , 
